Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
4/30/2022,2022,Waterbury,66550,113000,Single Family,Detached House,3,3,938,1.0234955,North
5/1/2022,2022,Bridgeport,123490,180000,Single Family,Detached House,3,1,1035,1.0234955,South
5/1/2022,2022,Greenwich,788200,2433600,Single Family,Detached House,3,2,972,1.0234955,North
5/1/2022,2022,Waterbury,75420,142500,Single Family,Detached House,3,3,1062,1.0234955,East
5/1/2022,2022,Stamford,515110,660000,Single Family,Detached House,3,1,996,1.0234955,East
5/1/2022,2022,West Hartford,,367500,Single Family,Detached House,3,1,1046,1.0234955,North
5/1/2022,2022,,123490,180000,Single Family,Detached House,3,2,914,1.0234955,West
5/2/2022,2022,Greenwich,992040,1275000,Single Family,Detached House,3,1,904,1.0234955,South
5/2/2022,2022,Waterbury,64850,111000,?,Detached House,3,2,918,1.0234955,West
5/2/2022,2022,Stamford,,695000,Single Family,Detached House,3,3,1093,1.0234955,West
5/3/2022,2022,Waterbury,65540,135000,Single Family,Detached House,3,1,981,1.0234955,South
5/3/2022,2022,Waterbury,71680,52500,Two Family,Duplex,4,3,,1.0234955,East
5/3/2022,2022,Waterbury,94330,102500,Three Family,Triplex,6,4,1973,1.0234955,West
5/6/2022,2022,Waterbury,133000,163500,Single Family,Detached House,3,2,945,1.0234955,South
5/6/2022,2022,Bridgeport,105450,240000,Two Family,Duplex,4,3,1457,1.0234955,North
5/6/2022,2022,Greenwich,653310,800000,Single Family,Detached House,3,2,962,1.0234955,East
5/7/2022,2022,Fairfield,324030,559000,?,Detached House,3,1,1004,1.0234955,East
5/7/2022,2022,Waterbury,53360,71500,Single Family,Detached House,3,1,979,1.0234955,East
5/7/2022,2022,Waterbury,63020,70000,Single Family,Detached House,3,3,977,1.0234955,West
5/7/2022,2022,Stamford,2102190,3400000,?,Detached House,3,3,925,1.0234955,South
5/8/2022,2022,Greenwich,801920,1165000,Single Family,Detached House,3,2,937,1.0234955,South
5/9/2022,2022,Bridgeport,,170000,?,Detached House,3,1,1016,1.0234955,North
5/9/2022,2022,Waterbury,79530,84000,Single Family,Detached House,3,3,1097,1.0234955,North
5/9/2022,2022,Greenwich,1233890,1146500,Single Family,Detached House,3,3,1010,1.0234955,West
5/10/2022,2022,Fairfield,306670,398000,Single Family,Detached House,3,1,967,1.0234955,South
5/10/2022,2022,,227780,373800,Two Family,Duplex,4,4,1462,1.0234955,South
5/10/2022,2022,Waterbury,83190,90000,Single Family,Detached House,3,3,927,1.0234955,East
5/10/2022,2022,Fairfield,303800,360000,Single Family,Detached House,3,2,1095,1.0234955,West
5/10/2022,2022,West Hartford,213920,342000,Single Family,Detached House,3,3,,1.0234955,South
5/13/2022,2022,Bridgeport,127430,250000,Three Family,Triplex,6,6,2103,1.0234955,North
5/13/2022,2022,Bridgeport,213970,338000,?,Duplex,4,3,1295,1.0234955,North
5/13/2022,2022,Stamford,528300,775000,Single Family,Detached House,3,2,919,1.0234955,North
5/14/2022,2022,West Hartford,559650,835000,Single Family,Detached House,3,3,,1.0234955,North
5/15/2022,2022,Waterbury,,118500,?,Detached House,3,1,955,1.0234955,East
5/15/2022,2022,,,70000,Single Family,Detached House,3,3,965,1.0234955,West
5/15/2022,2022,Fairfield,,537500,Single Family,Detached House,3,1,907,1.0234955,South
5/15/2022,2022,Bridgeport,114600,227000,Single Family,Detached House,3,3,941,1.0234955,West
5/15/2022,2022,West Hartford,205450,322000,Single Family,Detached House,3,2,1000,1.0234955,North
5/15/2022,2022,Bridgeport,218250,420000,Two Family,Duplex,4,3,1493,1.0234955,East
5/15/2022,2022,Bridgeport,177190,160000,?,Detached House,3,2,1030,1.0234955,East
5/16/2022,2022,,126770,222000,Single Family,Detached House,3,2,1036,1.0234955,East
5/16/2022,2022,Greenwich,1946140,2500000,Single Family,Detached House,3,3,1049,1.0234955,North
5/16/2022,2022,Waterbury,31000,130000,Three Family,Triplex,6,6,1921,1.0234955,East
5/17/2022,2022,Waterbury,37850,60000,?,Detached House,3,3,1016,1.0234955,West
5/17/2022,2022,Stamford,365560,650000,Two Family,Duplex,4,3,1440,1.0234955,East
5/20/2022,2022,Bridgeport,,165000,Single Family,Detached House,3,2,974,1.0234955,South
5/20/2022,2022,Fairfield,199850,388000,Single Family,Detached House,3,2,1097,1.0234955,West
5/20/2022,2022,West Hartford,245910,395000,Single Family,Detached House,3,1,997,1.0234955,North
5/20/2022,2022,West Hartford,304080,390000,?,Detached House,3,1,1006,1.0234955,South
5/20/2022,2022,,,200000,Single Family,Detached House,3,1,958,1.0234955,North
5/21/2022,2022,Stamford,297890,395000,Single Family,Detached House,3,3,980,1.0234955,North
5/21/2022,2022,,,80000,Two Family,Duplex,4,3,1315,1.0234955,South
5/22/2022,2022,,1204000,2120000,Single Family,Detached House,3,3,,1.0234955,South
5/22/2022,2022,Bridgeport,134990,349000,?,Triplex,6,5,2196,1.0234955,East
5/22/2022,2022,Greenwich,1899450,1850000,Single Family,Detached House,3,1,1035,1.0234955,West
5/22/2022,2022,Bridgeport,115760,130000,Two Family,Duplex,4,3,1356,1.0234955,South
5/22/2022,2022,Waterbury,74730,120000,Two Family,Duplex,4,3,1248,1.0234955,East
5/22/2022,2022,Waterbury,85700,179900,Single Family,Detached House,3,2,973,1.0234955,West
5/23/2022,2022,Greenwich,3303300,3500000,Single Family,Detached House,3,2,1097,1.0234955,West
5/23/2022,2022,Stamford,708520,1070000,Single Family,Detached House,3,1,989,1.0234955,West
5/23/2022,2022,,555660,533336,Single Family,Detached House,3,1,,1.0234955,North
5/24/2022,2022,Greenwich,666190,870000,Single Family,Detached House,3,1,1062,1.0234955,East
5/24/2022,2022,Stamford,,970000,Single Family,Detached House,3,3,908,1.0234955,South
5/24/2022,2022,,,535000,Single Family,Detached House,3,2,1028,1.0234955,East
5/28/2022,2022,West Hartford,149730,237000,Single Family,Detached House,3,1,991,1.0234955,East
5/28/2022,2022,Stamford,285210,445000,Single Family,Detached House,3,3,,1.0234955,South
5/28/2022,2022,Stamford,441500,675000,Single Family,Detached House,3,2,1017,1.0234955,South
5/28/2022,2022,,135100,235000,Single Family,Detached House,3,3,957,1.0234955,West
5/29/2022,2022,Bridgeport,194730,282500,?,Detached House,3,3,,1.0234955,South
5/29/2022,2022,Waterbury,74120,125000,Single Family,Detached House,3,3,903,1.0234955,North
5/29/2022,2022,Fairfield,164710,270000,Single Family,Detached House,3,1,1021,1.0234955,East
5/29/2022,2022,Bridgeport,113450,99500,Two Family,Duplex,4,4,1379,1.0234955,West
5/30/2022,2022,Stamford,399360,492000,Single Family,Detached House,3,3,971,1.0234955,North
5/30/2022,2022,Greenwich,1139040,1212500,Single Family,Detached House,3,2,910,1.0234955,West
5/30/2022,2022,West Hartford,200340,349900,Single Family,Detached House,3,3,1062,1.0234955,North
5/30/2022,2022,West Hartford,225960,364500,Two Family,Duplex,4,3,1430,1.0234955,West
5/30/2022,2022,Fairfield,1227240,1350000,Single Family,Detached House,3,2,1045,1.0234955,East
5/30/2022,2022,West Hartford,231140,258000,Single Family,Detached House,3,3,1082,1.0234955,South
5/30/2022,2022,,505400,825000,Single Family,Detached House,3,1,1038,1.0234955,West
5/30/2022,2022,Fairfield,438200,650000,Single Family,Detached House,3,2,,1.0234955,West
5/31/2022,2022,Fairfield,306950,592000,Single Family,Detached House,3,3,,1.0234955,North
5/31/2022,2022,Bridgeport,36060,334000,?,Detached House,3,1,1097,1.0234955,East
6/2/2022,2022,Waterbury,71870,130000,Single Family,Detached House,3,2,1059,1.0234955,East
6/3/2022,2022,Waterbury,92140,210000,Four Family,Fourplex,8,6,2506,1.0234955,West
6/3/2022,2022,West Hartford,176190,294000,Single Family,Detached House,3,3,1086,1.0234955,West
6/3/2022,2022,Bridgeport,144750,189000,Single Family,Detached House,3,2,1013,1.0234955,West
6/3/2022,2022,Bridgeport,98820,91500,Two Family,Duplex,4,4,1348,1.0234955,South
6/3/2022,2022,Bridgeport,80730,182400,Single Family,Detached House,3,1,1037,1.0234955,South
6/3/2022,2022,Fairfield,284970,350000,Single Family,Detached House,3,3,1039,1.0234955,East
6/3/2022,2022,Bridgeport,,220000,Two Family,Duplex,4,3,1455,1.0234955,East
6/4/2022,2022,Stamford,633100,845000,Single Family,Detached House,3,1,931,1.0234955,South
6/4/2022,2022,Waterbury,,109900,?,Detached House,3,3,982,1.0234955,East
6/4/2022,2022,Stamford,,865000,Single Family,Detached House,3,1,1084,1.0234955,North
6/4/2022,2022,Stamford,516480,749000,Single Family,Detached House,3,1,901,1.0234955,South
6/4/2022,2022,,202580,315000,Single Family,Detached House,3,1,1063,1.0234955,North
6/5/2022,2022,Fairfield,444220,900000,Single Family,Detached House,3,1,1083,1.0234955,East
6/5/2022,2022,Fairfield,149170,280500,Single Family,Detached House,3,2,1051,1.0234955,South
6/5/2022,2022,Waterbury,87030,137500,Single Family,Detached House,3,2,941,1.0234955,East
6/5/2022,2022,Waterbury,87560,42500,?,Detached House,3,2,,1.0234955,South
6/5/2022,2022,Stamford,330080,475000,Three Family,Triplex,6,4,1912,1.0234955,South
6/5/2022,2022,Stamford,80648,586118,Single Family,Detached House,3,3,1077,1.0234955,South
6/6/2022,2022,Waterbury,48270,113000,?,Detached House,3,3,1092,1.0234955,East
6/6/2022,2022,West Hartford,322350,437500,Single Family,Detached House,3,1,,1.0234955,East
6/6/2022,2022,Stamford,1039060,575000,?,Detached House,3,1,1071,1.0234955,West
6/6/2022,2022,Waterbury,,127500,Two Family,Duplex,4,4,1415,1.0234955,East
6/7/2022,2022,,612920,875000,Single Family,Detached House,3,3,,1.0234955,East
6/7/2022,2022,Waterbury,,200400,Single Family,Detached House,3,1,1022,1.0234955,North
6/10/2022,2022,,145450,268000,Single Family,Detached House,3,1,1096,1.0234955,West
6/10/2022,2022,Fairfield,,330000,Single Family,Detached House,3,1,,1.0234955,South
6/11/2022,2022,Stamford,,530000,Single Family,Detached House,3,3,952,1.0234955,West
6/11/2022,2022,Waterbury,78950,140000,Single Family,Detached House,3,3,915,1.0234955,East
6/11/2022,2022,Fairfield,720860,1100000,?,Detached House,3,3,1099,1.0234955,North
6/12/2022,2022,Bridgeport,109020,175000,?,Detached House,3,3,968,1.0234955,North
6/12/2022,2022,,901460,1250000,?,Detached House,3,2,,1.0234955,North
6/12/2022,2022,Bridgeport,90860,120000,?,Triplex,6,6,1910,1.0234955,North
6/12/2022,2022,Greenwich,2991240,4640000,Single Family,Detached House,3,1,1097,1.0234955,East
6/13/2022,2022,Bridgeport,100340,180000,Single Family,Detached House,3,1,,1.0234955,South
6/13/2022,2022,Greenwich,,2600000,?,Detached House,3,2,1066,1.0234955,West
6/13/2022,2022,Greenwich,477610,725000,Single Family,Detached House,3,1,916,1.0234955,East
6/14/2022,2022,Greenwich,2973810,6600000,Single Family,Detached House,3,2,903,1.0234955,North
6/14/2022,2022,Stamford,373720,610500,Single Family,Detached House,3,1,933,1.0234955,East
6/14/2022,2022,,63760,140000,Single Family,Detached House,3,1,1062,1.0234955,West
6/17/2022,2022,,88800,230000,Two Family,Duplex,4,4,1476,1.0234955,South
6/17/2022,2022,Fairfield,510930,750000,Single Family,Detached House,3,1,999,1.0234955,North
6/17/2022,2022,Stamford,242240,380000,Single Family,Detached House,3,1,900,1.0234955,South
6/17/2022,2022,,417020,635000,Single Family,Detached House,3,3,1093,1.0234955,East
6/17/2022,2022,Stamford,480190,770000,Single Family,Detached House,3,3,1021,1.0234955,North
6/17/2022,2022,Greenwich,2111340,3075000,Single Family,Detached House,3,2,972,1.0234955,East
6/18/2022,2022,Bridgeport,83430,160000,Single Family,Detached House,3,2,968,1.0234955,East
6/18/2022,2022,,178850,210000,Single Family,Detached House,3,3,,1.0234955,South
6/19/2022,2022,Stamford,416690,675000,Single Family,Detached House,3,3,,1.0234955,North
6/19/2022,2022,West Hartford,170800,150000,Single Family,Detached House,3,3,1026,1.0234955,South
6/19/2022,2022,West Hartford,,835000,?,Detached House,3,2,944,1.0234955,East
6/19/2022,2022,Waterbury,28420,110000,Single Family,Detached House,3,1,922,1.0234955,South
6/19/2022,2022,,271390,422500,?,Detached House,3,2,949,1.0234955,East
6/20/2022,2022,,337960,485000,?,Detached House,3,3,1087,1.0234955,South
6/20/2022,2022,West Hartford,365190,650000,Single Family,Detached House,3,1,1015,1.0234955,North
6/20/2022,2022,Greenwich,,1495000,Single Family,Detached House,3,3,1076,1.0234955,North
6/20/2022,2022,Fairfield,141960,257000,Single Family,Detached House,3,3,1048,1.0234955,West
6/20/2022,2022,Stamford,488060,755000,Single Family,Detached House,3,2,912,1.0234955,East
6/21/2022,2022,Waterbury,114720,152000,Single Family,Detached House,3,2,991,1.0234955,South
6/21/2022,2022,Fairfield,876820,1020001,?,Detached House,3,1,,1.0234955,West
6/21/2022,2022,,165480,345000,Single Family,Detached House,3,3,1049,1.0234955,North
6/21/2022,2022,West Hartford,230650,368500,Single Family,Detached House,3,3,,1.0234955,East
6/21/2022,2022,Stamford,367840,520000,Single Family,Detached House,3,3,1066,1.0234955,North
6/24/2022,2022,West Hartford,145180,230000,Two Family,Duplex,4,3,1347,1.0234955,West
6/24/2022,2022,West Hartford,212730,343000,?,Detached House,3,1,1000,1.0234955,North
6/24/2022,2022,West Hartford,,250000,Single Family,Detached House,3,3,972,1.0234955,East
6/24/2022,2022,Waterbury,143950,265000,?,Detached House,3,1,1029,1.0234955,South
6/24/2022,2022,,136900,156000,Two Family,Duplex,4,4,1287,1.0234955,North
6/24/2022,2022,Bridgeport,131350,205000,?,Triplex,6,5,1938,1.0234955,North
6/25/2022,2022,Fairfield,307160,485000,Single Family,Detached House,3,2,954,1.0234955,South
6/25/2022,2022,West Hartford,125790,220000,Single Family,Detached House,3,3,994,1.0234955,North
6/25/2022,2022,Bridgeport,128150,175000,Two Family,Duplex,4,3,1391,1.0234955,West
6/25/2022,2022,,835240,850000,?,Detached House,3,2,,1.0234955,East
6/25/2022,2022,Fairfield,,313000,Single Family,Detached House,3,3,1088,1.0234955,North
6/26/2022,2022,Greenwich,2059750,2940000,Single Family,Detached House,3,1,981,1.0234955,South
6/26/2022,2022,Bridgeport,151430,330000,Two Family,Duplex,4,2,1391,1.0234955,South
6/26/2022,2022,Stamford,208550,265000,Single Family,Detached House,3,2,983,1.0234955,North
6/27/2022,2022,Greenwich,910420,1165000,Single Family,Detached House,3,1,1096,1.0234955,West
6/27/2022,2022,Fairfield,312270,460000,Single Family,Detached House,3,1,923,1.0234955,East
6/27/2022,2022,Fairfield,780640,1340000,?,Detached House,3,2,990,1.0234955,South
6/27/2022,2022,Stamford,374450,440000,Single Family,Detached House,3,3,1020,1.0234955,South
6/27/2022,2022,Stamford,232600,375000,Single Family,Detached House,3,1,1043,1.0234955,East
6/28/2022,2022,Bridgeport,158760,220000,Single Family,Detached House,3,2,1005,1.0234955,West
6/28/2022,2022,Greenwich,2402610,3975000,Single Family,Detached House,3,2,953,1.0234955,West
6/28/2022,2022,Bridgeport,158420,319900,Single Family,Detached House,3,1,1015,1.0234955,East
6/28/2022,2022,West Hartford,182840,290000,Single Family,Detached House,3,2,928,1.0234955,North
6/28/2022,2022,Bridgeport,158430,310000,Two Family,Duplex,4,4,,1.0234955,East
7/1/2022,2022,Greenwich,1200570,1400000,?,Detached House,3,1,957,1.0234955,East
7/1/2022,2022,West Hartford,665490,945000,Single Family,Detached House,3,3,1023,1.0234955,North
7/1/2022,2022,Stamford,389500,480000,Single Family,Detached House,3,3,,1.0234955,West
7/1/2022,2022,West Hartford,615440,795000,Single Family,Detached House,3,1,1057,1.0234955,East
7/1/2022,2022,Stamford,556740,785000,Single Family,Detached House,3,2,1061,1.0234955,South
7/1/2022,2022,,511910,843000,Single Family,Detached House,3,2,908,1.0234955,North
7/1/2022,2022,Stamford,283240,425000,Two Family,Duplex,4,4,1360,1.0234955,North
7/2/2022,2022,West Hartford,148820,327000,Single Family,Detached House,3,3,1080,1.0234955,West
7/2/2022,2022,,176950,315000,?,Duplex,4,4,1335,1.0234955,West
7/2/2022,2022,Bridgeport,149840,280000,?,Detached House,3,1,1098,1.0234955,East
7/2/2022,2022,Waterbury,81020,60500,Single Family,Detached House,3,1,,1.0234955,North
7/2/2022,2022,,1872720,1700000,Single Family,Detached House,3,1,,1.0234955,West
7/2/2022,2022,Greenwich,473480,1278000,Single Family,Detached House,3,2,,1.0234955,East
7/2/2022,2022,,86270,160000,Single Family,Detached House,3,2,1091,1.0234955,South
7/2/2022,2022,,396480,395000,Single Family,Detached House,3,2,1083,1.0234955,South
7/2/2022,2022,Stamford,704720,518175,?,Detached House,3,3,960,1.0234955,East
7/2/2022,2022,Fairfield,278040,447500,Single Family,Detached House,3,2,1043,1.0234955,East
7/2/2022,2022,Waterbury,63490,103000,Two Family,Duplex,4,2,1301,1.0234955,South
7/2/2022,2022,Stamford,359370,550000,Two Family,Duplex,4,3,1314,1.0234955,South
7/2/2022,2022,Fairfield,385070,555000,?,Detached House,3,3,1057,1.0234955,South
7/2/2022,2022,West Hartford,308700,540000,?,Detached House,3,3,,1.0234955,South
7/2/2022,2022,Fairfield,194600,370000,Single Family,Detached House,3,3,962,1.0234955,South
7/2/2022,2022,Waterbury,117280,175000,Single Family,Detached House,3,1,1039,1.0234955,South
7/2/2022,2022,,243600,375000,Single Family,Detached House,3,2,1081,1.0234955,East
7/2/2022,2022,Waterbury,250110,167000,?,Detached House,3,1,962,1.0234955,West
7/2/2022,2022,Fairfield,448280,530000,?,Detached House,3,3,946,1.0234955,East
7/2/2022,2022,Stamford,389120,580000,Single Family,Detached House,3,2,1019,1.0234955,West
7/2/2022,2022,West Hartford,265370,465000,Two Family,Duplex,4,2,1312,1.0234955,South
7/2/2022,2022,Greenwich,3331020,5200000,Single Family,Detached House,3,2,,1.0234955,East
7/3/2022,2022,Bridgeport,208240,505000,Three Family,Triplex,6,5,2163,1.0234955,East
7/3/2022,2022,Bridgeport,149420,112500,Single Family,Detached House,3,1,947,1.0234955,West
7/3/2022,2022,Bridgeport,,150000,Two Family,Duplex,4,2,1411,1.0234955,South
7/3/2022,2022,Bridgeport,,157500,Single Family,Detached House,3,1,982,1.0234955,South
7/3/2022,2022,,,285000,Single Family,Detached House,3,3,960,1.0234955,West
7/5/2022,2022,Greenwich,469070,927000,Single Family,Detached House,3,2,1059,1.0234955,West
7/5/2022,2022,Waterbury,12340,25000,Single Family,Detached House,3,3,965,1.0234955,West
7/5/2022,2022,Fairfield,602210,734000,Single Family,Detached House,3,3,,1.0234955,West
7/8/2022,2022,,,410000,Three Family,Triplex,6,5,2103,1.0234955,West
7/8/2022,2022,Fairfield,300720,540000,Single Family,Detached House,3,2,1094,1.0234955,West
7/8/2022,2022,Bridgeport,88290,140000,Two Family,Duplex,4,4,1282,1.0234955,East
7/10/2022,2022,Waterbury,20150,73000,Three Family,Triplex,6,5,2067,1.0234955,West
7/10/2022,2022,,355530,504575,Single Family,Detached House,3,3,1023,1.0234955,West
7/10/2022,2022,,109130,215000,?,Triplex,6,5,,1.0234955,East
7/10/2022,2022,Bridgeport,148780,195000,Two Family,Duplex,4,3,1491,1.0234955,West
7/10/2022,2022,Fairfield,295470,355000,Single Family,Detached House,3,2,983,1.0234955,West
7/11/2022,2022,,271740,412000,Single Family,Detached House,3,2,937,1.0234955,East
7/11/2022,2022,Fairfield,521640,726500,Single Family,Detached House,3,3,912,1.0234955,East
7/11/2022,2022,Waterbury,25420,130000,Three Family,Triplex,6,5,2093,1.0234955,North
7/11/2022,2022,Fairfield,372330,590000,Single Family,Detached House,3,1,1024,1.0234955,North
7/11/2022,2022,Bridgeport,168960,322000,?,Detached House,3,2,902,1.0234955,South
7/11/2022,2022,West Hartford,330190,420000,?,Detached House,3,3,961,1.0234955,West
7/12/2022,2022,Fairfield,355670,630000,Single Family,Detached House,3,1,1074,1.0234955,East
7/12/2022,2022,,203840,227000,Single Family,Detached House,3,3,1090,1.0234955,West
7/15/2022,2022,Bridgeport,101070,130000,Single Family,Detached House,3,1,,1.0234955,East
7/15/2022,2022,Stamford,327760,427000,Single Family,Detached House,3,2,975,1.0234955,South
7/15/2022,2022,Bridgeport,143380,195000,?,Duplex,4,3,1240,1.0234955,South
7/15/2022,2022,Stamford,316610,1500000,Two Family,Duplex,4,2,1422,1.0234955,North
7/15/2022,2022,Waterbury,145690,212000,Single Family,Detached House,3,2,996,1.0234955,West
7/15/2022,2022,West Hartford,98140,107000,Single Family,Detached House,3,1,954,1.0234955,East
7/15/2022,2022,Greenwich,554470,940000,?,Detached House,3,2,932,1.0234955,East
7/15/2022,2022,Waterbury,59640,52100,Single Family,Detached House,3,2,,1.0234955,East
7/16/2022,2022,Waterbury,81150,157000,Single Family,Detached House,3,1,1009,1.0234955,South
7/16/2022,2022,Waterbury,,125000,?,Duplex,4,2,1258,1.0234955,East
7/16/2022,2022,Waterbury,67250,68629,Single Family,Detached House,3,2,1031,1.0234955,South
7/17/2022,2022,Waterbury,,150000,Single Family,Detached House,3,3,906,1.0234955,West
7/17/2022,2022,Bridgeport,104040,95800,Single Family,Detached House,3,3,1095,1.0234955,West
7/18/2022,2022,Waterbury,98520,203500,?,Detached House,3,3,977,1.0234955,East
7/18/2022,2022,Bridgeport,150950,335000,Two Family,Duplex,4,3,1319,1.0234955,South
7/18/2022,2022,Bridgeport,107570,86250,?,Duplex,4,4,1460,1.0234955,East
7/18/2022,2022,Bridgeport,123950,310000,?,Duplex,4,2,1381,1.0234955,East
7/19/2022,2022,Fairfield,726460,1520000,Single Family,Detached House,3,3,1098,1.0234955,South
7/19/2022,2022,Bridgeport,79030,210000,?,Detached House,3,3,1000,1.0234955,East
7/19/2022,2022,,109640,120000,Single Family,Detached House,3,2,985,1.0234955,West
7/19/2022,2022,Fairfield,583660,827000,Single Family,Detached House,3,3,979,1.0234955,North
7/19/2022,2022,Stamford,303690,410000,Single Family,Detached House,3,2,955,1.0234955,South
7/19/2022,2022,Waterbury,72060,51000,Single Family,Detached House,3,3,1050,1.0234955,North
7/19/2022,2022,Greenwich,2520000,2850000,Single Family,Detached House,3,2,1093,1.0234955,West
7/19/2022,2022,Waterbury,38750,110000,Three Family,Triplex,6,4,2069,1.0234955,South
7/19/2022,2022,Stamford,289710,439000,Single Family,Detached House,3,2,,1.0234955,North
7/22/2022,2022,West Hartford,362460,667500,?,Detached House,3,1,934,1.0234955,West
7/22/2022,2022,,122510,140000,Single Family,Detached House,3,1,941,1.0234955,North
7/22/2022,2022,Fairfield,660800,885000,?,Detached House,3,3,,1.0234955,West
7/22/2022,2022,Stamford,317040,525000,?,Detached House,3,3,943,1.0234955,North
7/23/2022,2022,Bridgeport,91180,79900,Single Family,Detached House,3,2,949,1.0234955,South
7/23/2022,2022,,264880,410000,Single Family,Detached House,3,1,1083,1.0234955,North
7/23/2022,2022,West Hartford,188790,329000,Single Family,Detached House,3,3,903,1.0234955,South
7/23/2022,2022,Fairfield,315350,300000,Single Family,Detached House,3,1,1005,1.0234955,South
7/23/2022,2022,Bridgeport,113470,370000,Two Family,Duplex,4,2,1424,1.0234955,West
7/23/2022,2022,Bridgeport,98440,160000,Single Family,Detached House,3,3,1015,1.0234955,West
7/23/2022,2022,Greenwich,461790,650000,Single Family,Detached House,3,1,986,1.0234955,North
7/24/2022,2022,Waterbury,,175000,Three Family,Triplex,6,6,2115,1.0234955,West
7/24/2022,2022,Fairfield,476280,770000,?,Detached House,3,3,1095,1.0234955,South
7/25/2022,2022,Waterbury,34890,16000,?,Detached House,3,1,949,1.0234955,East
7/25/2022,2022,Greenwich,610470,906000,?,Detached House,3,3,1092,1.0234955,East
7/25/2022,2022,Waterbury,,275000,?,Fourplex,8,7,2818,1.0234955,East
7/26/2022,2022,Fairfield,544460,742000,Single Family,Detached House,3,2,1066,1.0234955,North
7/29/2022,2022,,78270,74696,Single Family,Detached House,3,2,1080,1.0234955,North
7/30/2022,2022,Fairfield,628600,829000,Single Family,Detached House,3,2,1047,1.0234955,West
7/30/2022,2022,,788980,1315000,Single Family,Detached House,3,1,1051,1.0234955,South
7/30/2022,2022,Waterbury,,275000,Single Family,Detached House,3,3,1039,1.0234955,East
7/31/2022,2022,Waterbury,48680,67600,Three Family,Triplex,6,4,1836,1.0234955,South
7/31/2022,2022,Waterbury,82330,130000,Single Family,Detached House,3,3,,1.0234955,West
7/31/2022,2022,,90260,92215,Single Family,Detached House,3,1,1019,1.0234955,North
8/1/2022,2022,,119370,170000,?,Detached House,3,2,1011,1.0234955,North
8/1/2022,2022,Fairfield,830690,1100000,?,Detached House,3,1,943,1.0234955,North
8/1/2022,2022,West Hartford,170870,279000,Single Family,Detached House,3,1,969,1.0234955,South
8/2/2022,2022,Fairfield,595000,810000,Single Family,Detached House,3,1,925,1.0234955,North
8/2/2022,2022,,47290,127200,?,Duplex,4,2,1358,1.0234955,South
8/2/2022,2022,Fairfield,804090,1025000,?,Detached House,3,3,,1.0234955,East
8/2/2022,2022,Greenwich,1571290,2370000,?,Detached House,3,3,1029,1.0234955,North
8/2/2022,2022,Fairfield,334180,500000,?,Duplex,4,4,1350,1.0234955,South
8/2/2022,2022,West Hartford,268800,425000,?,Detached House,3,1,1008,1.0234955,South
8/5/2022,2022,Stamford,1044550,1300000,?,Detached House,3,1,1044,1.0234955,West
8/6/2022,2022,Bridgeport,137180,275000,Single Family,Detached House,3,1,907,1.0234955,South
8/7/2022,2022,Bridgeport,124470,215000,Two Family,Duplex,4,2,1285,1.0234955,West
8/7/2022,2022,West Hartford,178430,275000,?,Detached House,3,2,1002,1.0234955,West
8/7/2022,2022,Stamford,,570000,Single Family,Detached House,3,1,1097,1.0234955,East
8/7/2022,2022,Stamford,370360,450000,Single Family,Detached House,3,2,987,1.0234955,East
8/8/2022,2022,,136640,238000,Single Family,Detached House,3,2,,1.0234955,North
8/8/2022,2022,Bridgeport,135150,168610,Single Family,Detached House,3,3,1013,1.0234955,East
8/8/2022,2022,Bridgeport,111440,265000,Single Family,Detached House,3,3,916,1.0234955,West
8/9/2022,2022,Fairfield,619990,901500,Single Family,Detached House,3,2,1087,1.0234955,North
8/9/2022,2022,Fairfield,,835000,Single Family,Detached House,3,3,959,1.0234955,East
8/9/2022,2022,Stamford,,1600000,Four Family,Fourplex,8,7,2557,1.0234955,East
8/12/2022,2022,Fairfield,389410,404000,Single Family,Detached House,3,2,1061,1.0234955,West
8/12/2022,2022,West Hartford,292880,540000,Single Family,Detached House,3,1,1028,1.0234955,North
8/12/2022,2022,Bridgeport,87270,88500,Single Family,Detached House,3,2,908,1.0234955,South
8/13/2022,2022,Bridgeport,140060,225000,Three Family,Triplex,6,5,,1.0234955,East
8/13/2022,2022,Bridgeport,140060,225000,Single Family,Detached House,3,2,927,1.0234955,West
8/13/2022,2022,Waterbury,,85000,?,Detached House,3,3,1034,1.0234955,South
8/14/2022,2022,Bridgeport,122450,220000,Three Family,Triplex,6,4,1848,1.0234955,West
8/14/2022,2022,West Hartford,439740,717500,Single Family,Detached House,3,1,1026,1.0234955,South
8/14/2022,2022,Bridgeport,114260,398000,Two Family,Duplex,4,3,1444,1.0234955,North
8/14/2022,2022,Bridgeport,124830,239000,Single Family,Detached House,3,1,1019,1.0234955,North
8/14/2022,2022,Waterbury,86970,156000,Single Family,Detached House,3,1,992,1.0234955,West
8/15/2022,2022,West Hartford,281960,395000,Single Family,Detached House,3,2,972,1.0234955,West
8/15/2022,2022,Stamford,494120,746000,Single Family,Detached House,3,3,1058,1.0234955,North
8/15/2022,2022,,2969050,4200000,?,Detached House,3,1,,1.0234955,East
8/16/2022,2022,Waterbury,87000,155500,Single Family,Detached House,3,2,,1.0234955,East
8/16/2022,2022,Stamford,230740,450000,?,Duplex,4,2,1319,1.0234955,North
